Date,MeanTemp
1944-10-01,11.11111111
1944-10-02,10
1944-10-03,8.333333333
1944-10-04,8.888888889
1944-10-05,7.777777778
1944-10-06,10
1944-10-07,12.77777778
1944-10-08,12.77777778
1944-10-09,11.11111111
1944-10-10,11.11111111
1944-10-11,12.22222222
1944-10-12,12.22222222
1944-10-13,10
1944-10-14,12.77777778
1944-10-15,12.22222222
1944-10-16,12.77777778
1944-10-17,11.66666667
1944-10-18,13.33333333
1944-10-19,10.55555556
1944-10-20,10
1944-10-21,11.66666667
1944-10-22,11.66666667
1944-10-23,7.777777778
1944-10-24,7.222222222
1944-10-25,9.444444444
1944-10-26,12.22222222
1944-10-27,7.222222222
1944-10-28,5.555555556
1944-10-29,6.666666667
1944-10-30,4.444444444
1944-10-31,6.666666667
1944-11-01,7.777777778
1944-11-02,5.555555556
1944-11-03,5.555555556
1944-11-04,10
1944-11-05,10
1944-11-06,10.55555556
1944-11-07,11.11111111
1944-11-08,10
1944-11-09,5
1944-11-10,4.444444444
1944-11-11,3.333333333
1944-11-12,3.888888889
1944-11-13,4.444444444
1944-11-14,5
1944-11-15,2.777777778
1944-11-16,2.222222222
1944-11-17,5.555555556
1944-11-18,8.888888889
1944-11-19,11.11111111
1944-11-20,8.888888889
1944-11-21,6.666666667
1944-11-22,8.888888889
1944-11-23,12.77777778
1944-11-24,12.77777778
1944-11-25,8.333333333
1944-11-26,5.555555556
1944-11-27,6.111111111
1944-11-28,4.444444444
1944-11-29,7.777777778
1944-11-30,7.777777778
1944-12-01,7.777777778
1944-12-02,5
1944-12-03,7.777777778
1944-12-04,8.888888889
1944-12-05,5.555555556
1944-12-06,7.222222222
1944-12-07,7.222222222
1944-12-08,3.888888889
1944-12-09,2.777777778
1944-12-10,3.333333333
1944-12-11,6.666666667
1944-12-12,4.444444444
1944-12-13,4.444444444
1944-12-14,1.666666667
1944-12-15,2.222222222
1944-12-16,7.222222222
1944-12-17,9.444444444
1944-12-18,4.444444444
1944-12-19,3.333333333
1944-12-20,4.444444444
1944-12-21,5
1944-12-22,3.888888889
1944-12-23,0
1944-12-24,-1.666666667
1944-12-25,1.111111111
1944-12-26,-1.666666667
1944-12-27,-2.222222222
1944-12-28,-2.222222222
1944-12-29,-1.111111111
1944-12-30,-1.111111111
1944-12-31,2.222222222
1945-01-01,1.111111111
1945-01-02,-2.222222222
1945-01-03,2.777777778
1945-01-04,1.666666667
1945-01-05,1.111111111
1945-01-06,-1.666666667
1945-01-07,-1.666666667
1945-01-08,-2.222222222
1945-01-09,-2.222222222
1945-01-10,-2.222222222
1945-01-11,-6.666666667
1945-01-12,-6.666666667
1945-01-13,-6.666666667
1945-01-14,-4.444444444
1945-01-15,-5.555555556
1945-01-16,-3.333333333
1945-01-17,-2.222222222
1945-01-18,2.222222222
1945-01-19,2.222222222
1945-01-20,-2.222222222
1945-01-21,-3.333333333
1945-01-22,-3.888888889
1945-01-23,-0.555555556
1945-01-24,-2.777777778
1945-01-25,-5
1945-01-26,-3.888888889
1945-01-27,-5
1945-01-28,-4.444444444
1945-01-29,-7.777777778
1945-01-30,-2.222222222
1945-01-31,3.888888889
1945-03-01,8.333333333
1945-03-02,5.555555556
1945-03-03,4.444444444
1945-03-04,4.444444444
1945-03-05,5
1945-03-06,7.777777778
1945-03-07,8.888888889
1945-03-08,7.777777778
1945-03-09,6.111111111
1945-03-10,8.888888889
1945-03-11,7.222222222
1945-03-12,6.111111111
1945-03-13,6.666666667
1945-03-14,8.888888889
1945-03-15,11.11111111
1945-03-16,6.666666667
1945-03-17,8.333333333
1945-03-18,10
1945-03-19,8.888888889
1945-03-20,8.888888889
1945-03-21,12.22222222
1945-03-22,10.55555556
1945-03-23,13.88888889
1945-03-24,14.44444444
1945-03-25,14.44444444
1945-03-26,11.66666667
1945-03-27,10
1945-03-28,7.777777778
1945-03-29,12.22222222
1945-03-30,7.777777778
1945-03-31,8.333333333
1945-04-01,12.22222222
1945-04-02,12.77777778
1945-04-03,8.888888889
1945-04-04,7.777777778
1945-04-05,10
1945-04-06,11.11111111
1945-04-07,11.11111111
1945-04-08,10.55555556
1945-04-09,12.22222222
1945-04-10,13.88888889
1945-04-11,16.11111111
1945-04-12,14.44444444
1945-04-13,15.55555556
1945-04-14,17.77777778
1945-04-15,17.77777778
1945-04-16,18.88888889
1945-04-17,20
1945-04-18,21.11111111
1945-04-19,18.88888889
1945-04-20,17.22222222
1945-04-21,12.22222222
1945-04-22,10
1945-04-23,7.777777778
1945-04-24,10
1945-04-25,14.44444444
1945-04-26,13.33333333
1945-04-27,10.55555556
1945-04-28,6.666666667
1945-04-29,7.222222222
1945-04-30,4.444444444
1945-05-01,5.555555556
1945-05-02,6.666666667
1945-05-03,6.111111111
1945-05-04,9.444444444
1945-05-05,12.22222222
1945-05-06,15.55555556
1945-05-07,20
1945-05-08,21.11111111
1945-05-09,21.11111111
1945-05-10,21.11111111
1945-05-11,21.11111111
1945-05-12,22.77777778
1945-05-13,22.22222222
1945-05-14,16.11111111
1945-05-15,16.66666667
1945-05-16,21.11111111
1945-05-17,24.44444444
1945-05-18,21.11111111
1945-05-19,16.11111111
1945-05-20,18.88888889
1945-05-21,12.22222222
1945-05-22,12.22222222
1945-05-23,12.77777778
1945-05-24,12.22222222
1945-05-25,12.22222222
1945-05-26,12.77777778
1945-05-27,13.33333333
1945-05-28,16.66666667
1945-05-29,14.44444444
1945-05-30,14.44444444
1945-05-31,14.44444444
1945-06-01,13.88888889
1945-06-02,14.44444444
1945-06-03,17.22222222
1945-06-04,17.22222222
1945-06-05,19.44444444
1945-06-06,22.77777778
1945-06-07,20.55555556
1945-06-08,17.77777778
1945-06-09,16.11111111
1945-06-10,15.55555556
1945-06-11,18.88888889
1945-06-12,17.22222222
1945-06-13,14.44444444
1945-06-14,15
1945-06-15,16.11111111
1945-06-16,15.55555556
1945-06-17,16.11111111
1945-06-18,17.22222222
1945-06-19,23.33333333
1945-06-20,22.77777778
1945-06-21,18.88888889
1945-06-22,18.88888889
1945-06-23,24.44444444
1945-06-24,21.11111111
1945-06-25,18.33333333
1945-06-26,21.11111111
1945-06-27,13.88888889
1945-06-28,11.66666667
1945-06-29,15.55555556
1945-06-30,16.11111111
1945-07-01,14.44444444
1945-07-02,15.55555556
1945-07-03,15.55555556
1945-07-04,16.66666667
1945-07-05,19.44444444
1945-07-06,21.66666667
1945-07-07,20.55555556
1945-07-08,23.33333333
1945-07-09,22.22222222
1945-07-10,17.77777778
1945-07-11,17.77777778
1945-07-12,18.33333333
1945-07-13,23.33333333
1945-07-14,26.66666667
1945-07-15,23.33333333
1945-07-16,18.88888889
1945-07-17,19.44444444
1945-07-18,23.33333333
1945-07-19,23.33333333
1945-07-20,20
1945-07-21,22.22222222
1945-07-22,20
1945-07-23,18.88888889
1945-07-24,23.33333333
1945-07-25,22.22222222
1945-07-26,23.33333333
1945-07-27,17.77777778
1945-07-28,17.77777778
1945-07-29,17.77777778
1945-07-30,17.77777778
1945-07-31,18.88888889
1945-08-01,17.77777778
1945-08-02,16.66666667
1945-08-03,18.33333333
1945-08-04,20
1945-08-05,21.66666667
1945-08-06,17.22222222
1945-08-07,16.11111111
1945-08-08,15
1945-08-09,17.22222222
1945-08-10,18.33333333
1945-08-11,19.44444444
1945-08-12,19.44444444
1945-08-13,20
1945-08-14,18.33333333
1945-08-15,18.88888889
1945-08-16,16.66666667
1945-08-17,18.88888889
1945-08-18,18.33333333
1945-08-19,16.66666667
1945-08-20,16.66666667
1945-08-21,17.77777778
1945-08-22,17.77777778
1945-08-23,17.22222222
1945-08-24,18.88888889
1945-08-25,20
1945-08-26,20.55555556
1945-08-27,22.22222222
1945-08-28,23.33333333
1945-08-29,22.22222222
1945-08-30,18.33333333
1945-08-31,18.88888889
1945-09-01,18.88888889
1945-09-02,20
1945-09-03,20
1945-09-04,17.77777778
1945-09-05,17.22222222
1945-09-06,15
1945-09-07,16.66666667
1945-09-08,17.77777778
1945-09-09,16.66666667
1945-09-10,14.44444444
1945-09-11,18.88888889
1945-09-12,19.44444444
1945-09-13,18.88888889
1945-09-14,16.11111111
1945-09-15,16.11111111
1945-09-16,20
1945-09-17,20.55555556
1945-09-18,18.33333333
1945-09-19,16.66666667
1945-09-20,17.22222222
1945-09-21,17.22222222
1945-09-22,16.66666667
1945-09-23,12.22222222
1945-09-24,11.66666667
1945-09-25,11.11111111
1945-09-26,11.66666667
1945-09-27,14.44444444
1945-09-28,14.44444444
1945-09-29,12.22222222
1945-09-30,11.66666667
1945-10-01,13.33333333
1945-10-02,13.33333333
1945-10-03,10
1945-10-04,11.11111111
1945-10-05,8.888888889
1945-10-06,10
1945-10-07,12.22222222
1945-10-08,11.11111111
1945-10-09,9.444444444
1945-10-10,14.44444444
1945-10-11,16.11111111
1945-10-12,15.55555556
1945-10-13,16.11111111
1945-10-14,12.77777778
1945-10-15,8.888888889
1945-10-16,11.11111111
1945-10-17,12.22222222
1945-10-18,10
1945-10-19,12.22222222
1945-10-20,13.33333333
1945-10-21,16.66666667
1945-10-22,17.22222222
1945-10-23,14.44444444
1945-10-24,14.44444444
1945-10-25,11.66666667
1945-10-26,14.44444444
1945-10-27,11.11111111
1945-10-28,12.22222222
1945-10-29,12.22222222
1945-10-30,12.22222222
1945-10-31,11.11111111
1945-11-01,8.333333333
1945-11-02,12.77777778
1945-11-03,11.66666667
1945-11-04,13.33333333
1945-11-05,10
1945-11-06,10.55555556
1945-11-07,10
1945-11-08,7.777777778
1945-11-09,9.444444444
1945-11-10,6.666666667
1945-11-11,6.666666667
1945-11-12,5.555555556
1945-11-13,4.444444444
1945-11-14,4.444444444
1945-11-15,1.111111111
1945-11-16,2.777777778
1945-11-17,5.555555556
1945-11-18,6.666666667
1945-11-19,7.222222222
1945-11-20,5
1945-11-21,3.333333333
1945-11-22,3.888888889
1945-11-23,6.666666667
1945-11-24,7.222222222
1945-11-25,5
1945-11-26,2.777777778
1945-11-27,3.888888889
1945-11-28,2.777777778
1945-11-29,-0.555555556
1945-11-30,0.555555556
1945-12-01,4.444444444
1945-12-02,9.444444444
1945-12-03,5
1945-12-04,2.222222222
1945-12-05,6.666666667
1945-12-06,4.444444444
1945-12-07,1.666666667
1945-12-08,-2.222222222
1945-12-09,-6.666666667
1945-12-10,-3.888888889
1945-12-11,2.222222222
1945-12-12,3.888888889
1945-12-13,5
1945-12-14,4.444444444
1945-12-15,3.333333333
1945-12-16,3.888888889
1945-12-17,6.666666667
1945-12-18,9.444444444
1945-12-19,8.888888889
1945-12-20,7.777777778
1945-12-21,3.333333333
1945-12-22,7.222222222
1945-12-23,7.222222222
1945-12-24,7.222222222
1945-12-25,5
1945-12-26,6.666666667
1945-12-27,10
1945-12-28,8.888888889
1945-12-29,6.111111111
1945-12-30,5
1945-12-31,0
