Identifier,Response,Web Search Sources,Time Taken,Input Tokens,Reasoning Tokens,Output Tokens,Reasoning Effort,Error Log,Response IDs,Successful,Cost,Batch,Pair,IdA,IdB
089e9b32,"['{\n  ""formality"": ""square"",\n  ""toxicity towards other users"": ""insufficient signal"",\n  ""optimistic about technology"": ""square"",\n  ""use of logic"": ""square"",\n  ""anger"": ""insufficient signal""\n}']",,7.0022571086883545,726,384,489,,[],['resp_0664df98345d9fb20069a818111c7c8199890cf8b5f9f2efa2'],True,0.0019275,0,43,8627e222,f0ffdee4
7e0b3bbd,"['{\n  ""toxicity towards other users"": ""circle"",\n  ""formality"": ""square"",\n  ""optimistic about technology"": ""circle"",\n  ""anger"": ""circle"",\n  ""use of logic"": ""square""\n}']",,7.185075998306274,729,448,517,,[],['resp_02f18ae6e33fce820069a8181115248197bb1d1201ca8369b5'],True,0.00211225,0,23,52f62546,b2104f43
f882f012,"['{\n  ""toxicity towards other users"": ""circle"",\n  ""anger"": ""circle"",\n  ""formality"": ""square"",\n  ""use of logic"": ""insufficient signal"",\n  ""optimistic about technology"": ""insufficient signal""\n}']",,7.485330104827881,729,448,543,,[],['resp_03411e7ead4aa0a30069a81810fb44819aba0647adc8641c96'],True,0.00216425,0,3,d9570ca0,f3840d2b
17483886,"['{\n  ""toxicity towards other users"": ""insufficient signal"",\n  ""anger"": ""insufficient signal"",\n  ""use of logic"": ""insufficient signal"",\n  ""formality"": ""square"",\n  ""optimistic about technology"": ""square""\n}']",,7.671082019805908,730,448,562,,[],['resp_054f860420022c680069a818111b6c8193965c486ac30948d7'],True,0.0022025,0,49,6dfcc8cf,e506da68
37597bc0,"['{\n  ""toxicity towards other users"": ""insufficient signal"",\n  ""use of logic"": ""square"",\n  ""anger"": ""insufficient signal"",\n  ""formality"": ""circle"",\n  ""optimistic about technology"": ""square""\n}']",,7.72364068031311,738,384,494,,[],['resp_04d375e6a86b902d0069a818111394819890ec0f6e39fe9995'],True,0.0019405,0,24,b2104f43,bffdeaf6
4f47eea4,"['{\n    ""toxicity towards other users"": ""insufficient signal"",\n    ""optimistic about technology"": ""square"",\n    ""anger"": ""insufficient signal"",\n    ""formality"": ""square"",\n    ""use of logic"": ""circle""\n}']",,7.838357925415039,741,512,571,,[],['resp_0537394f19fc4a0a0069a818111910819b94001af6bad51008'],True,0.00235125,0,7,bffdeaf6,e506da68
99e7c7fe,"['{\n    ""anger"": ""square"",\n    ""optimistic about technology"": ""insufficient signal"",\n    ""toxicity towards other users"": ""square"",\n    ""use of logic"": ""circle"",\n    ""formality"": ""square""\n}']",,8.139012098312378,726,512,588,,[],['resp_06bfd39d4100e0f00069a818111a488195bbf288b611b27cc3'],True,0.0023815,0,42,8627e222,8898da04
935aad31,"['{\n  ""toxicity towards other users"": ""insufficient signal"",\n  ""optimistic about technology"": ""circle"",\n  ""use of logic"": ""square"",\n  ""anger"": ""insufficient signal"",\n  ""formality"": ""draw""\n}']",,8.452167987823486,737,512,628,,[],['resp_09f2881cd967d2dd0069a81810fe50819b965ae1dd6bb457ca'],True,0.00246425,0,6,e506da68,ff2f977d
50786c1c,"['{\n  ""toxicity towards other users"": ""circle"",\n  ""use of logic"": ""insufficient signal"",\n  ""formality"": ""draw"",\n  ""optimistic about technology"": ""square"",\n  ""anger"": ""circle""\n}']",,8.699377298355103,722,576,659,,[],['resp_08ce5094067fa5b80069a8181124e8819896535d16795e2b1b'],True,0.0026505,0,2,d9570ca0,e26c32c2
d9ce109e,"['{\n  ""formality"": ""draw"",\n  ""optimistic about technology"": ""circle"",\n  ""toxicity towards other users"": ""insufficient signal"",\n  ""anger"": ""square"",\n  ""use of logic"": ""insufficient signal""\n}']",,9.393386840820312,729,576,639,,[],['resp_01154a2a1c497f250069a818111c9081968e324f0072fc988c'],True,0.00261225,0,19,3e34b3c5,db5ae09e
aad5ac21,"['{\n  ""anger"": ""circle"",\n  ""formality"": ""square"",\n  ""optimistic about technology"": ""square"",\n  ""use of logic"": ""square"",\n  ""toxicity towards other users"": ""circle""\n}']",,9.410699129104614,738,640,695,,[],['resp_06fdcdf4aa395ea50069a8181118c4819993ac2c0846ff43a3'],True,0.0028545000000000003,0,40,ac788b84,f0ffdee4
597d95be,"['{\n  ""formality"": ""circle"",\n  ""use of logic"": ""square"",\n  ""toxicity towards other users"": ""circle"",\n  ""anger"": ""circle"",\n  ""optimistic about technology"": ""square""\n}']",,9.579214811325073,733,640,715,,[],['resp_00d1de4cb362452e0069a81810fd18819ba4536e50d659fa24'],True,0.00289325,0,18,8898da04,f0ffdee4
55d05a19,"['{\n    ""formality"": ""square"",\n    ""anger"": ""circle"",\n    ""use of logic"": ""square"",\n    ""optimistic about technology"": ""circle"",\n    ""toxicity towards other users"": ""circle""\n}']",,9.695523023605347,739,640,711,,[],['resp_087d95fce1d75bab0069a818111c8481959a076dc453f93c49'],True,0.00288675,0,29,52f62546,71aee04d
